"","Pitch_Sequence_01","Pitch_Sequence_02","Pitch_Sequence_03","PA","BBE","Fly_Ball","Ground_Ball","Line_Drive","Pop_Up","Strikeout","Walk","HR","Avg_wOBA","Sum_wOBA"
"10518","CH-H-M","FB-H-M","CB-H-I",2,1,0,1,0,0,1,0,0,0.45,0.9
"10519","CH-H-M","FB-H-M","CB-H-M",1,1,1,0,0,0,0,0,0,0,0
"10520","CH-H-M","FB-H-M","CB-H-O",1,1,0,1,0,0,0,0,0,0,0
"10521","CH-H-M","FB-H-M","CB-L-I",8,4,1,2,1,0,4,0,0,0.26875,2.15
"10522","CH-H-M","FB-H-M","CB-L-M",3,2,1,1,0,0,1,0,0,0,0
"10523","CH-H-M","FB-H-M","CB-L-O",1,0,0,0,0,0,1,0,0,0,0
"10524","CH-H-M","FB-H-M","CB-M-I",1,1,0,1,0,0,0,0,0,0,0
"10525","CH-H-M","FB-H-M","CB-M-O",1,1,1,0,0,0,0,0,0,0,0
"10526","CH-H-M","FB-H-M","CH-H-I",1,1,1,0,0,0,0,0,1,2,2
"10527","CH-H-M","FB-H-M","CH-H-M",2,1,0,0,0,1,0,1,0,0.35,0.7
"10528","CH-H-M","FB-H-M","CH-H-O",6,3,2,0,1,0,3,0,1,0.75,4.5
"10529","CH-H-M","FB-H-M","CH-L-I",3,3,2,0,1,0,0,0,1,1.08333333333333,3.25
"10530","CH-H-M","FB-H-M","CH-L-M",4,3,1,1,1,0,1,0,0,0.225,0.9
"10531","CH-H-M","FB-H-M","CH-L-O",13,10,4,2,3,1,3,0,3,0.6,7.8
"10532","CH-H-M","FB-H-M","CH-M-I",1,0,0,0,0,0,0,1,0,0.7,0.7
"10533","CH-H-M","FB-H-M","CH-M-O",2,2,0,1,1,0,0,0,0,0,0
"10534","CH-H-M","FB-H-M","FB-H-I",12,5,2,1,1,1,6,1,0,0.116666666666667,1.4
"10535","CH-H-M","FB-H-M","FB-H-M",13,6,1,1,3,1,5,2,0,0.369230769230769,4.8
"10536","CH-H-M","FB-H-M","FB-H-O",19,10,2,5,2,1,8,1,0,0.244736842105263,4.65
"10537","CH-H-M","FB-H-M","FB-L-I",8,1,0,1,0,0,6,1,0,0.0875,0.7
"10538","CH-H-M","FB-H-M","FB-L-O",6,4,1,2,0,1,1,1,0,0.116666666666667,0.7
"10539","CH-H-M","FB-H-M","FB-M-I",10,7,4,1,1,1,2,1,0,0.285,2.85
"10540","CH-H-M","FB-H-M","FB-M-M",2,2,1,0,1,0,0,0,0,0.45,0.9
"10541","CH-H-M","FB-H-M","FB-M-O",5,2,0,1,0,1,2,1,0,0.14,0.7
"10542","CH-H-M","FB-H-M","SL-H-I",1,1,0,0,1,0,0,0,0,0.9,0.9
"10543","CH-H-M","FB-H-M","SL-H-O",2,0,0,0,0,0,2,0,0,0,0
"10544","CH-H-M","FB-H-M","SL-L-I",9,5,3,2,0,0,4,0,1,0.222222222222222,2
"10545","CH-H-M","FB-H-M","SL-L-O",4,2,1,0,1,0,2,0,0,0,0
"10546","CH-H-M","FB-H-M","SL-M-I",3,2,0,1,1,0,1,0,0,0.416666666666667,1.25
"10547","CH-H-M","FB-H-M","SL-M-M",1,0,0,0,0,0,1,0,0,0,0
"10548","CH-H-M","FB-H-M","SL-M-O",1,1,0,1,0,0,0,0,0,0,0
"10549","CH-H-M","FB-H-M",NA,39,39,17,12,6,4,0,0,2,0.415384615384615,16.2
"10550","CH-H-M","FB-H-O","CB-H-I",2,2,1,1,0,0,0,0,0,0,0
"10551","CH-H-M","FB-H-O","CB-H-O",3,3,1,0,2,0,0,0,0,0.6,1.8
"10552","CH-H-M","FB-H-O","CB-L-I",2,1,0,0,0,1,1,0,0,0,0
"10553","CH-H-M","FB-H-O","CB-L-M",4,4,1,3,0,0,0,0,0,0.7625,3.05
"10554","CH-H-M","FB-H-O","CB-L-O",2,2,1,0,1,0,0,0,0,0,0
"10555","CH-H-M","FB-H-O","CB-M-I",2,1,0,1,0,0,1,0,0,0,0
"10556","CH-H-M","FB-H-O","CB-M-M",3,3,1,1,1,0,0,0,0,0.3,0.9
"10557","CH-H-M","FB-H-O","CB-M-O",6,4,0,2,2,0,2,0,0,0.716666666666667,4.3
"10558","CH-H-M","FB-H-O","CH-H-I",1,1,0,0,1,0,0,0,1,2,2
"10559","CH-H-M","FB-H-O","CH-H-M",6,5,3,0,2,0,1,0,0,0.15,0.9
"10560","CH-H-M","FB-H-O","CH-H-O",11,6,1,3,1,1,2,3,0,0.354545454545455,3.9
"10561","CH-H-M","FB-H-O","CH-L-I",13,8,1,3,1,3,2,3,0,0.438461538461538,5.7
"10562","CH-H-M","FB-H-O","CH-L-M",16,14,1,3,7,3,2,0,0,0.246875,3.95
"10563","CH-H-M","FB-H-O","CH-L-O",13,9,0,4,4,1,3,1,0,0.4,5.2
"10564","CH-H-M","FB-H-O","CH-M-I",2,1,1,0,0,0,1,0,0,0.45,0.9
"10565","CH-H-M","FB-H-O","CH-M-M",3,2,1,0,1,0,0,1,0,0.65,1.95
"10566","CH-H-M","FB-H-O","CH-M-O",10,8,4,1,3,0,1,1,0,0.41,4.1
"10567","CH-H-M","FB-H-O","FB-H-I",25,15,6,2,4,3,5,5,0,0.212,5.3
"10568","CH-H-M","FB-H-O","FB-H-M",26,19,4,11,3,1,4,3,2,0.365384615384615,9.5
"10569","CH-H-M","FB-H-O","FB-H-O",49,29,12,7,9,1,14,6,3,0.339795918367347,16.65
"10570","CH-H-M","FB-H-O","FB-L-I",6,4,1,1,2,0,1,1,0,0.625,3.75
"10571","CH-H-M","FB-H-O","FB-L-M",2,2,1,1,0,0,0,0,0,0,0
"10572","CH-H-M","FB-H-O","FB-L-O",19,10,5,4,1,0,4,5,2,0.65,12.35
"10573","CH-H-M","FB-H-O","FB-M-I",5,3,1,2,0,0,2,0,0,0.18,0.9
"10574","CH-H-M","FB-H-O","FB-M-M",6,3,1,0,0,2,1,2,0,0.233333333333333,1.4
"10575","CH-H-M","FB-H-O","FB-M-O",25,13,3,2,6,2,8,4,2,0.516,12.9
"10576","CH-H-M","FB-H-O","SL-H-I",6,5,1,1,3,0,1,0,0,0.358333333333333,2.15
"10577","CH-H-M","FB-H-O","SL-H-M",2,1,0,0,1,0,0,1,0,0.35,0.7
"10578","CH-H-M","FB-H-O","SL-H-O",4,3,1,1,1,0,1,0,0,0.45,1.8
"10579","CH-H-M","FB-H-O","SL-L-I",10,7,2,3,1,1,3,0,1,0.29,2.9
"10580","CH-H-M","FB-H-O","SL-L-M",3,1,0,1,0,0,2,0,0,0,0
"10581","CH-H-M","FB-H-O","SL-L-O",4,2,0,1,0,1,2,0,0,0,0
"10582","CH-H-M","FB-H-O","SL-M-I",9,4,0,2,1,1,4,1,0,0.377777777777778,3.4
"10583","CH-H-M","FB-H-O","SL-M-M",2,0,0,0,0,0,2,0,0,0,0
"10584","CH-H-M","FB-H-O",NA,31,31,8,11,8,4,0,0,2,0.395161290322581,12.25
"10585","CH-H-M","FB-L-I","CB-H-I",1,1,0,1,0,0,0,0,0,0.9,0.9
"10586","CH-H-M","FB-L-I","CB-H-M",1,1,0,1,0,0,0,0,0,0.9,0.9
"10587","CH-H-M","FB-L-I","CB-H-O",1,0,0,0,0,0,1,0,0,0,0
"10588","CH-H-M","FB-L-I","CB-L-I",8,5,0,3,2,0,2,1,0,0.2,1.6
"10589","CH-H-M","FB-L-I","CB-L-O",3,3,1,2,0,0,0,0,0,0.3,0.9
"10590","CH-H-M","FB-L-I","CB-M-I",3,1,0,1,0,0,2,0,0,0,0
"10591","CH-H-M","FB-L-I","CB-M-M",2,2,1,1,0,0,0,0,0,0,0
"10592","CH-H-M","FB-L-I","CB-M-O",1,1,1,0,0,0,0,0,1,2,2
"10593","CH-H-M","FB-L-I","CH-H-I",1,0,0,0,0,0,1,0,0,0,0
"10594","CH-H-M","FB-L-I","CH-H-M",2,1,0,0,1,0,1,0,0,0.45,0.9
"10595","CH-H-M","FB-L-I","CH-H-O",9,7,0,7,0,0,1,1,0,0.0777777777777778,0.7
"10596","CH-H-M","FB-L-I","CH-L-I",10,6,0,3,3,0,3,1,0,0.195,1.95
"10597","CH-H-M","FB-L-I","CH-L-M",9,6,2,4,0,0,2,0,0,0.216666666666667,1.95
"10598","CH-H-M","FB-L-I","CH-L-O",13,10,0,7,2,1,3,0,0,0.303846153846154,3.95
"10599","CH-H-M","FB-L-I","CH-M-I",1,1,0,1,0,0,0,0,0,0,0
"10600","CH-H-M","FB-L-I","CH-M-M",2,2,2,0,0,0,0,0,0,0,0
"10601","CH-H-M","FB-L-I","CH-M-O",9,6,1,2,2,1,3,0,0,0.238888888888889,2.15
"10602","CH-H-M","FB-L-I","FB-H-I",19,14,7,6,1,0,4,1,1,0.547368421052632,10.4
"10603","CH-H-M","FB-L-I","FB-H-M",15,9,5,2,2,0,4,2,0,0.213333333333333,3.2
"10604","CH-H-M","FB-L-I","FB-H-O",16,9,4,3,0,2,4,2,0,0.265625,4.25
"10605","CH-H-M","FB-L-I","FB-L-I",18,15,4,6,3,2,2,1,0,0.277777777777778,5
"10606","CH-H-M","FB-L-I","FB-L-M",9,9,1,3,3,2,0,0,0,0.3,2.7
"10607","CH-H-M","FB-L-I","FB-L-O",9,7,0,3,2,2,1,1,0,0.416666666666667,3.75
"10608","CH-H-M","FB-L-I","FB-M-I",9,5,1,1,3,0,4,0,0,0.338888888888889,3.05
"10609","CH-H-M","FB-L-I","FB-M-M",6,5,0,2,2,1,1,0,0,0.3,1.8
"10610","CH-H-M","FB-L-I","FB-M-O",7,4,1,3,0,0,3,0,0,0.128571428571429,0.9
"10611","CH-H-M","FB-L-I","SL-H-I",1,0,0,0,0,0,1,0,0,0,0
"10612","CH-H-M","FB-L-I","SL-H-M",6,2,0,2,0,0,2,2,0,0.233333333333333,1.4
"10613","CH-H-M","FB-L-I","SL-H-O",1,1,0,0,0,1,0,0,0,0,0
"10614","CH-H-M","FB-L-I","SL-L-I",8,2,0,1,1,0,5,0,0,0.2,1.6
"10615","CH-H-M","FB-L-I","SL-L-M",1,1,1,0,0,0,0,0,0,0,0
"10616","CH-H-M","FB-L-I","SL-L-O",3,2,1,1,0,0,1,0,0,0.3,0.9
"10617","CH-H-M","FB-L-I","SL-M-I",1,0,0,0,0,0,1,0,0,0,0
"10618","CH-H-M","FB-L-I","SL-M-M",1,1,0,1,0,0,0,0,0,0,0
"10619","CH-H-M","FB-L-I",NA,22,21,4,7,6,4,0,0,0,0.284090909090909,6.25
"10620","CH-H-M","FB-L-M","CB-H-M",1,1,0,1,0,0,0,0,0,0,0
"10621","CH-H-M","FB-L-M","CB-H-O",2,2,1,0,1,0,0,0,0,0.45,0.9
"10622","CH-H-M","FB-L-M","CB-L-I",4,0,0,0,0,0,3,1,0,0.175,0.7
"10623","CH-H-M","FB-L-M","CB-M-M",2,2,1,1,0,0,0,0,0,0,0
"10624","CH-H-M","FB-L-M","CB-M-O",1,1,0,1,0,0,0,0,0,0,0
"10625","CH-H-M","FB-L-M","CH-H-I",2,1,1,0,0,0,0,1,0,0.8,1.6
"10626","CH-H-M","FB-L-M","CH-H-O",1,0,0,0,0,0,1,0,0,0,0
"10627","CH-H-M","FB-L-M","CH-L-I",2,2,1,1,0,0,0,0,0,0,0
"10628","CH-H-M","FB-L-M","CH-L-M",1,0,0,0,0,0,0,1,0,0.7,0.7
"10629","CH-H-M","FB-L-M","CH-L-O",6,4,1,1,2,0,1,1,0,0.533333333333333,3.2
"10630","CH-H-M","FB-L-M","CH-M-I",1,0,0,0,0,0,0,1,0,0.7,0.7
"10631","CH-H-M","FB-L-M","CH-M-M",2,2,0,1,0,1,0,0,0,0,0
"10632","CH-H-M","FB-L-M","CH-M-O",3,3,1,2,0,0,0,0,0,0,0
"10633","CH-H-M","FB-L-M","FB-H-I",4,2,0,0,1,1,0,1,0,0.575,2.3
"10634","CH-H-M","FB-L-M","FB-H-M",5,4,0,2,2,0,1,0,0,0.25,1.25
"10635","CH-H-M","FB-L-M","FB-H-O",12,5,2,2,1,0,4,3,0,0.383333333333333,4.6
"10636","CH-H-M","FB-L-M","FB-L-I",6,3,1,2,0,0,0,3,0,0.35,2.1
"10637","CH-H-M","FB-L-M","FB-L-M",4,3,1,1,1,0,1,0,0,0.5375,2.15
"10638","CH-H-M","FB-L-M","FB-L-O",5,4,2,2,0,0,0,0,0,0.14,0.7
"10639","CH-H-M","FB-L-M","FB-M-I",4,4,2,2,0,0,0,0,0,0.225,0.9
"10640","CH-H-M","FB-L-M","FB-M-M",2,2,1,0,1,0,0,0,0,0.45,0.9
"10641","CH-H-M","FB-L-M","FB-M-O",5,2,0,2,0,0,3,0,0,0,0
"10642","CH-H-M","FB-L-M","SL-H-O",3,2,0,1,1,0,1,0,0,0.416666666666667,1.25
"10643","CH-H-M","FB-L-M","SL-L-I",8,4,1,3,0,0,4,0,0,0.26875,2.15
"10644","CH-H-M","FB-L-M","SL-L-M",1,1,0,1,0,0,0,0,0,0,0
"10645","CH-H-M","FB-L-M","SL-L-O",1,1,0,1,0,0,0,0,0,0,0
"10646","CH-H-M","FB-L-M","SL-M-I",2,1,0,1,0,0,1,0,0,0,0
"10647","CH-H-M","FB-L-M","SL-M-M",1,1,0,1,0,0,0,0,0,0.9,0.9
"10648","CH-H-M","FB-L-M",NA,39,39,14,14,10,1,0,0,3,0.434615384615385,16.95
"10649","CH-H-M","FB-L-O","CB-H-I",1,1,1,0,0,0,0,0,0,1.6,1.6
"10650","CH-H-M","FB-L-O","CB-H-O",3,3,1,2,0,0,0,0,0,0.416666666666667,1.25
"10651","CH-H-M","FB-L-O","CB-L-I",9,7,2,4,1,0,2,0,0,0.338888888888889,3.05
"10652","CH-H-M","FB-L-O","CB-L-M",3,2,1,0,1,0,0,1,0,0.233333333333333,0.7
"10653","CH-H-M","FB-L-O","CB-L-O",2,2,0,1,1,0,0,0,0,0.9,1.8
"10654","CH-H-M","FB-L-O","CB-M-I",2,2,1,1,0,0,0,0,0,0,0
"10655","CH-H-M","FB-L-O","CB-M-M",1,0,0,0,0,0,1,0,0,0,0
"10656","CH-H-M","FB-L-O","CB-M-O",1,0,0,0,0,0,1,0,0,0,0
"10657","CH-H-M","FB-L-O","CH-H-I",2,2,1,0,1,0,0,0,1,1,2
"10658","CH-H-M","FB-L-O","CH-H-M",3,3,1,2,0,0,0,0,0,0,0
"10659","CH-H-M","FB-L-O","CH-H-O",4,2,1,1,0,0,1,1,0,0.575,2.3
"10660","CH-H-M","FB-L-O","CH-L-I",4,4,2,2,0,0,0,0,0,0,0
"10661","CH-H-M","FB-L-O","CH-L-M",10,5,2,2,1,0,4,1,2,0.47,4.7
"10662","CH-H-M","FB-L-O","CH-L-O",16,12,0,10,2,0,4,0,0,0.1125,1.8
"10663","CH-H-M","FB-L-O","CH-M-M",4,2,0,2,0,0,2,0,0,0.3125,1.25
"10664","CH-H-M","FB-L-O","CH-M-O",10,4,1,2,0,1,5,1,0,0.07,0.7
"10665","CH-H-M","FB-L-O","FB-H-I",12,8,1,3,2,2,3,1,0,0.283333333333333,3.4
"10666","CH-H-M","FB-L-O","FB-H-M",5,5,3,1,1,0,0,0,1,0.65,3.25
"10667","CH-H-M","FB-L-O","FB-H-O",25,16,5,6,3,2,5,3,1,0.472,11.8
"10668","CH-H-M","FB-L-O","FB-L-I",6,3,1,2,0,0,2,1,1,0.6,3.6
"10669","CH-H-M","FB-L-O","FB-L-M",5,5,2,2,1,0,0,0,0,0.18,0.9
"10670","CH-H-M","FB-L-O","FB-L-O",15,11,2,5,4,0,1,3,0,0.403333333333333,6.05
"10671","CH-H-M","FB-L-O","FB-M-I",9,5,0,3,1,1,4,0,0,0.1,0.9
"10672","CH-H-M","FB-L-O","FB-M-M",5,3,1,1,1,0,1,1,0,0.14,0.7
"10673","CH-H-M","FB-L-O","FB-M-O",9,6,1,2,3,0,3,0,1,0.422222222222222,3.8
"10674","CH-H-M","FB-L-O","SL-H-I",1,1,0,1,0,0,0,0,0,0,0
"10675","CH-H-M","FB-L-O","SL-H-O",7,3,2,1,0,0,2,2,1,0.485714285714286,3.4
"10676","CH-H-M","FB-L-O","SL-L-I",4,2,1,1,0,0,2,0,0,0.3125,1.25
"10677","CH-H-M","FB-L-O","SL-L-M",8,7,3,2,1,1,1,0,1,0.5875,4.7
"10678","CH-H-M","FB-L-O","SL-L-O",3,2,1,0,1,0,1,0,0,0.533333333333333,1.6
"10679","CH-H-M","FB-L-O","SL-M-I",2,2,0,2,0,0,0,0,0,0.45,0.9
"10680","CH-H-M","FB-L-O","SL-M-O",3,2,0,1,1,0,1,0,0,0,0
"10681","CH-H-M","FB-L-O",NA,28,28,5,21,2,0,0,0,0,0.192857142857143,5.4
"10682","CH-H-M","FB-M-I","CB-H-I",1,1,0,1,0,0,0,0,0,0,0
"10683","CH-H-M","FB-M-I","CB-H-O",2,2,1,1,0,0,0,0,0,0,0
"10684","CH-H-M","FB-M-I","CB-L-I",7,6,1,4,1,0,1,0,0,0.307142857142857,2.15
"10685","CH-H-M","FB-M-I","CB-L-M",5,4,1,0,2,1,1,0,0,0.25,1.25
"10686","CH-H-M","FB-M-I","CB-M-I",1,1,0,1,0,0,0,0,0,0,0
"10687","CH-H-M","FB-M-I","CB-M-O",1,1,0,0,1,0,0,0,0,1.25,1.25
"10688","CH-H-M","FB-M-I","CH-H-I",1,1,0,1,0,0,0,0,0,0,0
"10689","CH-H-M","FB-M-I","CH-H-M",1,0,0,0,0,0,1,0,0,0,0
"10690","CH-H-M","FB-M-I","CH-H-O",3,2,0,1,1,0,0,0,0,0.533333333333333,1.6
"10691","CH-H-M","FB-M-I","CH-L-I",4,2,1,1,0,0,2,0,0,0,0
"10692","CH-H-M","FB-M-I","CH-L-M",7,6,2,1,0,3,1,0,1,0.414285714285714,2.9
"10693","CH-H-M","FB-M-I","CH-L-O",5,4,0,2,2,0,1,0,0,0.36,1.8
"10694","CH-H-M","FB-M-I","CH-M-I",1,1,0,1,0,0,0,0,0,0,0
"10695","CH-H-M","FB-M-I","CH-M-M",2,0,0,0,0,0,2,0,0,0,0
"10696","CH-H-M","FB-M-I","CH-M-O",5,5,0,3,2,0,0,0,0,0.18,0.9
"10697","CH-H-M","FB-M-I","FB-H-I",8,6,1,2,3,0,2,0,0,0.3375,2.7
"10698","CH-H-M","FB-M-I","FB-H-M",19,11,5,4,1,1,8,0,0,0.189473684210526,3.6
"10699","CH-H-M","FB-M-I","FB-H-O",11,8,1,5,1,1,3,0,0,0.163636363636364,1.8
"10700","CH-H-M","FB-M-I","FB-L-I",14,9,3,3,2,1,3,2,1,0.371428571428571,5.2
"10701","CH-H-M","FB-M-I","FB-L-M",4,4,0,4,0,0,0,0,0,0.225,0.9
"10702","CH-H-M","FB-M-I","FB-L-O",9,4,3,0,0,1,4,1,1,0.3,2.7
"10703","CH-H-M","FB-M-I","FB-M-I",6,3,0,3,0,0,3,0,0,0.15,0.9
"10704","CH-H-M","FB-M-I","FB-M-M",1,0,0,0,0,0,1,0,0,0,0
"10705","CH-H-M","FB-M-I","FB-M-O",5,3,0,3,0,0,1,1,0,0.32,1.6
"10706","CH-H-M","FB-M-I","SL-H-I",2,2,1,0,0,1,0,0,0,0,0
"10707","CH-H-M","FB-M-I","SL-H-M",1,1,0,1,0,0,0,0,0,1.25,1.25
"10708","CH-H-M","FB-M-I","SL-H-O",1,1,0,0,0,1,0,0,0,0,0
"10709","CH-H-M","FB-M-I","SL-L-I",10,2,1,0,1,0,7,0,0,0.16,1.6
"10710","CH-H-M","FB-M-I","SL-L-M",4,3,1,1,1,0,1,0,0,0.5375,2.15
"10711","CH-H-M","FB-M-I","SL-L-O",1,1,1,0,0,0,0,0,1,2,2
"10712","CH-H-M","FB-M-I","SL-M-I",1,1,1,0,0,0,0,0,0,0,0
"10713","CH-H-M","FB-M-I",NA,42,40,8,16,12,4,0,0,1,0.325,13.65
"10714","CH-H-M","FB-M-M","CB-H-M",1,1,0,1,0,0,0,0,0,0,0
"10715","CH-H-M","FB-M-M","CB-L-I",3,3,1,0,1,1,0,0,0,0.416666666666667,1.25
"10716","CH-H-M","FB-M-M","CB-L-M",1,1,0,1,0,0,0,0,0,0.9,0.9
"10717","CH-H-M","FB-M-M","CB-L-O",1,0,0,0,0,0,1,0,0,0,0
"10718","CH-H-M","FB-M-M","CB-M-I",1,1,1,0,0,0,0,0,0,0,0
"10719","CH-H-M","FB-M-M","CB-M-O",1,1,0,1,0,0,0,0,0,0,0
"10720","CH-H-M","FB-M-M","CH-H-M",1,0,0,0,0,0,1,0,0,0,0
"10721","CH-H-M","FB-M-M","CH-H-O",3,3,1,2,0,0,0,0,0,0,0
"10722","CH-H-M","FB-M-M","CH-L-I",2,0,0,0,0,0,2,0,0,0,0
"10723","CH-H-M","FB-M-M","CH-L-M",3,1,1,0,0,0,2,0,0,0,0
"10724","CH-H-M","FB-M-M","CH-L-O",6,3,0,2,0,1,2,1,0,0.383333333333333,2.3
"10725","CH-H-M","FB-M-M","CH-M-M",1,0,0,0,0,0,1,0,0,0,0
"10726","CH-H-M","FB-M-M","CH-M-O",1,1,0,1,0,0,0,0,0,0,0
"10727","CH-H-M","FB-M-M","FB-H-I",3,2,0,1,1,0,1,0,0,0.3,0.9
"10728","CH-H-M","FB-M-M","FB-H-M",4,3,2,1,0,0,1,0,1,0.5,2
"10729","CH-H-M","FB-M-M","FB-H-O",12,11,3,5,2,1,1,0,0,0.225,2.7
"10730","CH-H-M","FB-M-M","FB-L-I",3,2,0,0,2,0,1,0,0,0,0
"10731","CH-H-M","FB-M-M","FB-L-M",1,1,0,1,0,0,0,0,0,0,0
"10732","CH-H-M","FB-M-M","FB-L-O",1,1,0,1,0,0,0,0,0,0.9,0.9
"10733","CH-H-M","FB-M-M","FB-M-I",3,2,1,0,1,0,1,0,0,0.3,0.9
"10734","CH-H-M","FB-M-M","FB-M-M",2,2,1,1,0,0,0,0,1,1,2
"10735","CH-H-M","FB-M-M","SL-H-I",3,1,0,0,1,0,2,0,0,0.416666666666667,1.25
"10736","CH-H-M","FB-M-M","SL-H-M",1,1,0,1,0,0,0,0,0,0,0
"10737","CH-H-M","FB-M-M","SL-H-O",1,0,0,0,0,0,0,1,0,0.7,0.7
"10738","CH-H-M","FB-M-M","SL-L-I",4,2,0,1,1,0,1,1,0,0.175,0.7
"10739","CH-H-M","FB-M-M","SL-L-O",1,0,0,0,0,0,0,1,0,0.7,0.7
"10740","CH-H-M","FB-M-M","SL-M-I",1,1,0,1,0,0,0,0,0,0,0
"10741","CH-H-M","FB-M-M","SL-M-M",1,0,0,0,0,0,1,0,0,0,0
"10742","CH-H-M","FB-M-M","SL-M-O",1,0,0,0,0,0,1,0,0,0,0
"10743","CH-H-M","FB-M-M",NA,51,51,18,18,8,7,0,0,4,0.431372549019608,22
"10744","CH-H-M","FB-M-O","CB-H-I",1,1,0,1,0,0,0,0,0,0.9,0.9
"10745","CH-H-M","FB-M-O","CB-H-M",1,0,0,0,0,0,1,0,0,0,0
"10746","CH-H-M","FB-M-O","CB-H-O",2,2,0,1,1,0,0,0,0,0.625,1.25
"10747","CH-H-M","FB-M-O","CB-L-I",7,5,3,2,0,0,1,1,2,0.928571428571429,6.5
"10748","CH-H-M","FB-M-O","CB-L-M",4,3,0,1,2,0,1,0,0,0.45,1.8
"10749","CH-H-M","FB-M-O","CB-L-O",5,4,2,2,0,0,1,0,0,0,0
"10750","CH-H-M","FB-M-O","CB-M-I",1,1,0,1,0,0,0,0,0,0,0
"10751","CH-H-M","FB-M-O","CB-M-O",2,0,0,0,0,0,2,0,0,0,0
"10752","CH-H-M","FB-M-O","CH-H-I",1,1,1,0,0,0,0,0,1,2,2
"10753","CH-H-M","FB-M-O","CH-H-M",1,1,0,1,0,0,0,0,0,0,0
"10754","CH-H-M","FB-M-O","CH-H-O",7,7,0,3,1,3,0,0,0,0.307142857142857,2.15
"10755","CH-H-M","FB-M-O","CH-L-I",7,3,2,1,0,0,3,1,0,0.228571428571429,1.6
"10756","CH-H-M","FB-M-O","CH-L-M",14,10,1,2,7,0,3,1,0,0.357142857142857,5
"10757","CH-H-M","FB-M-O","CH-L-O",9,6,0,3,2,1,3,0,0,0.138888888888889,1.25
"10758","CH-H-M","FB-M-O","CH-M-I",3,3,1,1,0,1,0,0,0,0,0
"10759","CH-H-M","FB-M-O","CH-M-O",4,1,1,0,0,0,2,1,0,0.175,0.7
"10760","CH-H-M","FB-M-O","FB-H-I",14,11,2,7,2,0,3,0,1,0.4,5.6
"10761","CH-H-M","FB-M-O","FB-H-M",12,7,4,1,1,1,4,1,1,0.283333333333333,3.4
"10762","CH-H-M","FB-M-O","FB-H-O",28,15,2,5,6,2,10,3,0,0.292857142857143,8.2
"10763","CH-H-M","FB-M-O","FB-L-I",9,3,0,2,1,0,3,3,1,0.555555555555556,5
"10764","CH-H-M","FB-M-O","FB-L-M",2,1,0,0,1,0,0,1,0,0.8,1.6
"10765","CH-H-M","FB-M-O","FB-L-O",10,4,1,1,2,0,5,1,1,0.36,3.6
"10766","CH-H-M","FB-M-O","FB-M-I",6,5,0,1,4,0,1,0,0,0.625,3.75
"10767","CH-H-M","FB-M-O","FB-M-M",2,1,0,1,0,0,1,0,0,0,0
"10768","CH-H-M","FB-M-O","FB-M-O",20,13,2,2,8,1,6,1,0,0.3575,7.15
"10769","CH-H-M","FB-M-O","SL-H-I",5,4,1,1,0,2,1,0,0,0,0
"10770","CH-H-M","FB-M-O","SL-H-M",1,1,0,1,0,0,0,0,0,0,0
"10771","CH-H-M","FB-M-O","SL-H-O",3,3,0,2,1,0,0,0,0,0.416666666666667,1.25
"10772","CH-H-M","FB-M-O","SL-L-I",5,4,2,1,1,0,1,0,0,0.18,0.9
"10773","CH-H-M","FB-M-O","SL-L-M",5,3,1,1,0,1,1,1,0,0.14,0.7
"10774","CH-H-M","FB-M-O","SL-M-I",4,4,1,1,2,0,0,0,0,0.7625,3.05
"10775","CH-H-M","FB-M-O","SL-M-M",4,3,2,0,1,0,1,0,0,0.3125,1.25
"10776","CH-H-M","FB-M-O","SL-M-O",4,2,0,2,0,0,2,0,0,0.225,0.9
"10777","CH-H-M","FB-M-O",NA,48,48,12,23,10,3,0,0,0,0.310416666666667,14.9
"10778","CH-H-M","SL-H-I","CB-L-I",6,3,2,0,0,1,3,0,0,0,0
"10779","CH-H-M","SL-H-I","CB-L-M",3,1,0,1,0,0,2,0,0,0,0
"10780","CH-H-M","SL-H-I","CB-M-M",1,0,0,0,0,0,0,1,0,0.7,0.7
"10781","CH-H-M","SL-H-I","CH-H-O",2,0,0,0,0,0,1,1,0,0.35,0.7
"10782","CH-H-M","SL-H-I","CH-L-O",3,1,0,1,0,0,1,1,0,0.233333333333333,0.7
"10783","CH-H-M","SL-H-I","CH-M-O",3,2,0,1,1,0,1,0,0,0,0
"10784","CH-H-M","SL-H-I","FB-H-I",3,3,1,1,0,1,0,0,0,0,0
"10785","CH-H-M","SL-H-I","FB-H-M",5,4,0,2,1,1,1,0,0,0.25,1.25
"10786","CH-H-M","SL-H-I","FB-H-O",4,2,0,1,0,1,1,1,0,0.175,0.7
"10787","CH-H-M","SL-H-I","FB-L-M",1,0,0,0,0,0,1,0,0,0,0
"10788","CH-H-M","SL-H-I","FB-L-O",1,1,0,0,1,0,0,0,0,0.9,0.9
"10789","CH-H-M","SL-H-I","FB-M-I",3,2,0,1,1,0,1,0,0,0.3,0.9
"10790","CH-H-M","SL-H-I","FB-M-M",1,1,0,1,0,0,0,0,0,0,0
"10791","CH-H-M","SL-H-I","FB-M-O",2,1,0,0,0,1,0,1,0,0.35,0.7
"10792","CH-H-M","SL-H-I","SL-H-I",3,3,0,2,1,0,0,0,0,0.716666666666667,2.15
