"","Pitch_Sequence_01","Pitch_Sequence_02","Pitch_Sequence_03","PA","BBE","Fly_Ball","Ground_Ball","Line_Drive","Pop_Up","Strikeout","Walk","HR","Avg_wOBA","Sum_wOBA"
"4988","CB-L-O","CB-M-I","FB-L-I",13,6,0,5,1,0,4,3,0,0.465384615384615,6.05
"4989","CB-L-O","CB-M-I","FB-L-M",16,12,3,4,4,1,4,0,0,0.36875,5.9
"4990","CB-L-O","CB-M-I","FB-L-O",30,13,5,3,5,0,9,8,1,0.48,14.4
"4991","CB-L-O","CB-M-I","FB-M-I",15,11,2,4,4,1,3,1,0,0.25,3.75
"4992","CB-L-O","CB-M-I","FB-M-M",13,10,2,7,1,0,3,0,0,0.373076923076923,4.85
"4993","CB-L-O","CB-M-I","FB-M-O",13,8,3,5,0,0,4,1,1,0.346153846153846,4.5
"4994","CB-L-O","CB-M-I","SL-H-I",1,0,0,0,0,0,1,0,0,0,0
"4995","CB-L-O","CB-M-I","SL-H-M",2,1,0,0,1,0,1,0,0,0,0
"4996","CB-L-O","CB-M-I","SL-H-O",2,0,0,0,0,0,2,0,0,0,0
"4997","CB-L-O","CB-M-I","SL-L-I",1,0,0,0,0,0,1,0,0,0,0
"4998","CB-L-O","CB-M-I","SL-L-M",2,1,0,0,1,0,1,0,0,0.45,0.9
"4999","CB-L-O","CB-M-I","SL-L-O",17,9,1,6,2,0,5,3,0,0.355882352941176,6.05
"5000","CB-L-O","CB-M-I","SL-M-I",1,1,0,1,0,0,0,0,0,0.9,0.9
"5001","CB-L-O","CB-M-I","SL-M-M",3,2,0,1,1,0,1,0,0,0.716666666666667,2.15
"5002","CB-L-O","CB-M-I","SL-M-O",6,4,1,1,2,0,2,0,0,0.3,1.8
"5003","CB-L-O","CB-M-I",NA,53,52,14,16,14,8,0,0,2,0.433962264150943,23
"5004","CB-L-O","CB-M-M","CB-H-I",3,1,0,1,0,0,1,1,0,0.233333333333333,0.7
"5005","CB-L-O","CB-M-M","CB-H-M",2,0,0,0,0,0,2,0,0,0,0
"5006","CB-L-O","CB-M-M","CB-H-O",3,0,0,0,0,0,3,0,0,0,0
"5007","CB-L-O","CB-M-M","CB-L-I",7,2,0,1,1,0,4,1,0,0.278571428571429,1.95
"5008","CB-L-O","CB-M-M","CB-L-M",10,4,1,2,1,0,5,1,0,0.16,1.6
"5009","CB-L-O","CB-M-M","CB-L-O",33,20,1,13,6,0,12,1,0,0.140909090909091,4.65
"5010","CB-L-O","CB-M-M","CB-M-I",6,5,0,2,3,0,1,0,0,0.208333333333333,1.25
"5011","CB-L-O","CB-M-M","CB-M-M",4,3,2,0,1,0,1,0,1,0.5,2
"5012","CB-L-O","CB-M-M","CB-M-O",9,6,0,2,2,2,3,0,0,0,0
"5013","CB-L-O","CB-M-M","CH-H-I",2,1,0,1,0,0,1,0,0,0,0
"5014","CB-L-O","CB-M-M","CH-H-M",1,1,0,1,0,0,0,0,0,0,0
"5015","CB-L-O","CB-M-M","CH-H-O",1,1,0,0,1,0,0,0,0,0,0
"5016","CB-L-O","CB-M-M","CH-L-I",4,2,0,1,0,1,1,1,0,0.175,0.7
"5017","CB-L-O","CB-M-M","CH-L-M",4,2,2,0,0,0,2,0,0,0,0
"5018","CB-L-O","CB-M-M","CH-L-O",12,9,1,3,3,2,2,1,0,0.133333333333333,1.6
"5019","CB-L-O","CB-M-M","CH-M-I",5,4,1,2,1,0,1,0,1,0.9,4.5
"5020","CB-L-O","CB-M-M","FB-H-I",30,21,4,12,5,0,5,2,0,0.29,8.7
"5021","CB-L-O","CB-M-M","FB-H-M",19,13,7,1,3,2,5,0,0,0.281578947368421,5.35
"5022","CB-L-O","CB-M-M","FB-H-O",31,16,2,6,8,0,12,3,1,0.329032258064516,10.2
"5023","CB-L-O","CB-M-M","FB-L-I",27,18,4,11,3,0,8,1,2,0.307407407407407,8.3
"5024","CB-L-O","CB-M-M","FB-L-M",14,9,2,2,5,0,4,1,1,0.514285714285714,7.2
"5025","CB-L-O","CB-M-M","FB-L-O",37,18,2,12,4,0,17,2,1,0.3,11.1
"5026","CB-L-O","CB-M-M","FB-M-I",16,10,3,3,4,0,4,1,1,0.425,6.8
"5027","CB-L-O","CB-M-M","FB-M-M",9,3,1,1,1,0,6,0,0,0.1,0.9
"5028","CB-L-O","CB-M-M","FB-M-O",24,11,3,6,2,0,11,2,1,0.254166666666667,6.1
"5029","CB-L-O","CB-M-M","SL-H-I",4,2,0,0,1,1,2,0,0,0,0
"5030","CB-L-O","CB-M-M","SL-H-M",5,4,1,1,2,0,0,1,0,0.57,2.85
"5031","CB-L-O","CB-M-M","SL-H-O",3,3,0,1,1,1,0,0,0,0.3,0.9
"5032","CB-L-O","CB-M-M","SL-L-I",1,0,0,0,0,0,1,0,0,0,0
"5033","CB-L-O","CB-M-M","SL-L-M",4,4,1,3,0,0,0,0,0,0,0
"5034","CB-L-O","CB-M-M","SL-L-O",20,14,5,7,2,0,3,3,0,0.49,9.8
"5035","CB-L-O","CB-M-M","SL-M-I",2,2,0,1,1,0,0,0,0,0,0
"5036","CB-L-O","CB-M-M","SL-M-M",6,4,3,1,0,0,1,0,0,0.325,1.95
"5037","CB-L-O","CB-M-M","SL-M-O",8,5,0,2,2,1,3,0,0,0.49375,3.95
"5038","CB-L-O","CB-M-M",NA,140,140,40,52,36,12,0,0,10,0.478571428571429,67
"5039","CB-L-O","CB-M-O","CB-H-I",3,1,0,0,0,1,1,1,0,0.233333333333333,0.7
"5040","CB-L-O","CB-M-O","CB-H-M",2,0,0,0,0,0,2,0,0,0,0
"5041","CB-L-O","CB-M-O","CB-H-O",9,7,1,4,1,1,1,1,0,0.277777777777778,2.5
"5042","CB-L-O","CB-M-O","CB-L-I",8,4,1,3,0,0,3,1,0,0.3125,2.5
"5043","CB-L-O","CB-M-O","CB-L-M",20,12,3,5,3,1,7,1,1,0.315,6.3
"5044","CB-L-O","CB-M-O","CB-L-O",92,51,12,26,9,4,31,10,0,0.234239130434783,21.55
"5045","CB-L-O","CB-M-O","CB-M-I",7,1,1,0,0,0,4,2,0,0.378571428571429,2.65
"5046","CB-L-O","CB-M-O","CB-M-M",6,4,2,2,0,0,1,1,1,0.45,2.7
"5047","CB-L-O","CB-M-O","CB-M-O",14,9,2,4,2,1,4,1,0,0.139285714285714,1.95
"5048","CB-L-O","CB-M-O","CH-H-I",3,2,0,1,1,0,0,1,0,0.533333333333333,1.6
"5049","CB-L-O","CB-M-O","CH-L-I",7,3,1,0,2,0,2,1,0,0.457142857142857,3.2
"5050","CB-L-O","CB-M-O","CH-L-M",1,1,0,0,1,0,0,0,0,0,0
"5051","CB-L-O","CB-M-O","CH-L-O",15,5,3,1,0,1,5,5,2,0.5,7.5
"5052","CB-L-O","CB-M-O","CH-M-I",3,2,1,0,0,1,1,0,0,0,0
"5053","CB-L-O","CB-M-O","CH-M-O",1,1,0,1,0,0,0,0,0,0,0
"5054","CB-L-O","CB-M-O","FB-H-I",36,24,6,11,4,3,8,3,2,0.348611111111111,12.55
"5055","CB-L-O","CB-M-O","FB-H-M",20,10,4,2,2,2,10,0,1,0.2975,5.95
"5056","CB-L-O","CB-M-O","FB-H-O",40,23,5,11,6,1,13,4,0,0.2625,10.5
"5057","CB-L-O","CB-M-O","FB-L-I",23,17,2,7,5,3,4,0,0,0.232608695652174,5.35
"5058","CB-L-O","CB-M-O","FB-L-M",13,10,3,6,0,1,3,0,0,0.0692307692307692,0.9
"5059","CB-L-O","CB-M-O","FB-L-O",59,30,4,17,8,1,13,13,1,0.394067796610169,23.25
"5060","CB-L-O","CB-M-O","FB-M-I",24,19,4,4,8,3,3,2,3,0.6,14.4
"5061","CB-L-O","CB-M-O","FB-M-M",13,7,1,3,3,0,6,0,1,0.415384615384615,5.4
"5062","CB-L-O","CB-M-O","FB-M-O",36,18,7,9,2,0,15,2,2,0.294444444444444,10.6
"5063","CB-L-O","CB-M-O","SL-H-I",1,1,1,0,0,0,0,0,0,0.9,0.9
"5064","CB-L-O","CB-M-O","SL-H-M",3,2,1,1,0,0,1,0,0,0,0
"5065","CB-L-O","CB-M-O","SL-H-O",3,2,0,1,1,0,1,0,0,0,0
"5066","CB-L-O","CB-M-O","SL-L-I",2,2,1,1,0,0,0,0,1,1.45,2.9
"5067","CB-L-O","CB-M-O","SL-L-M",2,2,0,1,1,0,0,0,0,0.45,0.9
"5068","CB-L-O","CB-M-O","SL-L-O",30,16,6,7,1,2,8,6,0,0.32,9.6
"5069","CB-L-O","CB-M-O","SL-M-I",2,1,0,0,1,0,1,0,0,0.625,1.25
"5070","CB-L-O","CB-M-O","SL-M-M",4,3,1,1,0,1,1,0,0,0.3125,1.25
"5071","CB-L-O","CB-M-O","SL-M-O",8,6,0,4,1,1,2,0,0,0.1125,0.9
"5072","CB-L-O","CB-M-O",NA,129,129,34,55,30,10,0,0,3,0.351550387596899,45.35
"5073","CB-L-O","CH-H-I","CB-H-I",1,0,0,0,0,0,0,1,0,0.7,0.7
"5074","CB-L-O","CH-H-I","CB-H-M",2,1,0,1,0,0,1,0,0,0,0
"5075","CB-L-O","CH-H-I","CB-H-O",3,1,1,0,0,0,1,1,0,0.233333333333333,0.7
"5076","CB-L-O","CH-H-I","CB-L-M",3,2,0,2,0,0,1,0,0,0,0
"5077","CB-L-O","CH-H-I","CB-L-O",5,1,1,0,0,0,0,4,0,0.56,2.8
"5078","CB-L-O","CH-H-I","CB-M-M",2,2,1,1,0,0,0,0,0,0.45,0.9
"5079","CB-L-O","CH-H-I","CB-M-O",3,2,0,2,0,0,1,0,0,0,0
"5080","CB-L-O","CH-H-I","CH-H-I",4,1,1,0,0,0,1,0,0,0.35,1.4
"5081","CB-L-O","CH-H-I","CH-H-M",2,2,1,1,0,0,0,0,0,0,0
"5082","CB-L-O","CH-H-I","CH-L-I",3,2,0,1,0,1,0,1,0,0.233333333333333,0.7
"5083","CB-L-O","CH-H-I","CH-L-M",8,5,1,4,0,0,1,2,1,0.58125,4.65
"5084","CB-L-O","CH-H-I","CH-L-O",9,4,2,1,1,0,3,2,1,0.477777777777778,4.3
"5085","CB-L-O","CH-H-I","CH-M-I",4,3,1,1,1,0,0,1,0,0.625,2.5
"5086","CB-L-O","CH-H-I","CH-M-M",1,1,0,1,0,0,0,0,0,0,0
"5087","CB-L-O","CH-H-I","CH-M-O",2,1,1,0,0,0,0,1,0,0.35,0.7
"5088","CB-L-O","CH-H-I","FB-H-I",19,9,3,3,2,1,4,5,2,0.478947368421053,9.1
"5089","CB-L-O","CH-H-I","FB-H-M",2,2,0,2,0,0,0,0,0,0,0
"5090","CB-L-O","CH-H-I","FB-H-O",7,6,1,5,0,0,1,0,1,0.414285714285714,2.9
"5091","CB-L-O","CH-H-I","FB-L-I",7,6,4,0,2,0,1,0,0,0.307142857142857,2.15
"5092","CB-L-O","CH-H-I","FB-L-M",10,5,1,3,0,1,4,1,0,0.07,0.7
"5093","CB-L-O","CH-H-I","FB-L-O",20,8,2,4,2,0,6,6,1,0.445,8.9
"5094","CB-L-O","CH-H-I","FB-M-I",10,6,1,3,2,0,3,1,0,0.25,2.5
"5095","CB-L-O","CH-H-I","FB-M-M",5,4,1,1,0,2,1,0,0,0.18,0.9
"5096","CB-L-O","CH-H-I","FB-M-O",7,4,2,2,0,0,2,1,1,0.514285714285714,3.6
"5097","CB-L-O","CH-H-I","SL-H-M",3,2,0,1,1,0,1,0,0,0.6,1.8
"5098","CB-L-O","CH-H-I","SL-H-O",2,2,1,1,0,0,0,0,0,1.075,2.15
"5099","CB-L-O","CH-H-I","SL-L-M",1,1,0,0,1,0,0,0,0,0,0
"5100","CB-L-O","CH-H-I","SL-L-O",11,8,1,6,1,0,0,3,0,0.272727272727273,3
"5101","CB-L-O","CH-H-I","SL-M-M",1,1,0,1,0,0,0,0,0,0.9,0.9
"5102","CB-L-O","CH-H-I","SL-M-O",2,0,0,0,0,0,2,0,0,0,0
"5103","CB-L-O","CH-H-I",NA,30,27,9,12,3,3,0,0,2,0.406666666666667,12.2
"5104","CB-L-O","CH-H-M","CB-H-M",1,0,0,0,0,0,0,1,0,0.7,0.7
"5105","CB-L-O","CH-H-M","CB-L-I",1,1,1,0,0,0,0,0,0,0.9,0.9
"5106","CB-L-O","CH-H-M","CB-L-M",1,0,0,0,0,0,1,0,0,0,0
"5107","CB-L-O","CH-H-M","CB-L-O",3,1,0,1,0,0,1,1,0,0.233333333333333,0.7
"5108","CB-L-O","CH-H-M","CB-M-I",1,0,0,0,0,0,0,1,0,0.7,0.7
"5109","CB-L-O","CH-H-M","CB-M-M",1,0,0,0,0,0,1,0,0,0,0
"5110","CB-L-O","CH-H-M","CH-H-I",1,1,0,0,1,0,0,0,0,0,0
"5111","CB-L-O","CH-H-M","CH-H-M",1,0,0,0,0,0,0,1,0,0.7,0.7
"5112","CB-L-O","CH-H-M","CH-H-O",1,1,1,0,0,0,0,0,0,0,0
"5113","CB-L-O","CH-H-M","CH-L-I",2,1,1,0,0,0,1,0,0,0,0
"5114","CB-L-O","CH-H-M","CH-L-M",3,3,1,1,1,0,0,0,1,1.08333333333333,3.25
"5115","CB-L-O","CH-H-M","CH-L-O",4,1,0,1,0,0,2,1,0,0.175,0.7
"5116","CB-L-O","CH-H-M","CH-M-I",2,0,0,0,0,0,0,2,0,0.7,1.4
"5117","CB-L-O","CH-H-M","CH-M-M",1,1,1,0,0,0,0,0,0,0,0
"5118","CB-L-O","CH-H-M","CH-M-O",1,0,0,0,0,0,0,1,0,0.7,0.7
"5119","CB-L-O","CH-H-M","FB-H-I",5,4,1,1,2,0,1,0,0,0.54,2.7
"5120","CB-L-O","CH-H-M","FB-H-M",6,4,2,1,1,0,2,0,1,0.483333333333333,2.9
"5121","CB-L-O","CH-H-M","FB-H-O",5,0,0,0,0,0,4,1,0,0.14,0.7
"5122","CB-L-O","CH-H-M","FB-L-I",2,2,1,1,0,0,0,0,0,0.45,0.9
"5123","CB-L-O","CH-H-M","FB-L-M",2,1,0,0,1,0,0,1,0,0.975,1.95
"5124","CB-L-O","CH-H-M","FB-L-O",7,2,1,1,0,0,2,3,0,0.428571428571429,3
"5125","CB-L-O","CH-H-M","FB-M-I",3,1,1,0,0,0,1,1,0,0.233333333333333,0.7
"5126","CB-L-O","CH-H-M","FB-M-M",3,1,0,0,1,0,1,1,0,0.65,1.95
"5127","CB-L-O","CH-H-M","FB-M-O",6,5,0,4,1,0,0,1,0,0.325,1.95
"5128","CB-L-O","CH-H-M","SL-H-M",1,1,0,0,0,1,0,0,0,0,0
"5129","CB-L-O","CH-H-M","SL-L-I",1,1,0,1,0,0,0,0,0,0,0
"5130","CB-L-O","CH-H-M","SL-L-O",5,2,0,2,0,0,1,2,0,0.28,1.4
"5131","CB-L-O","CH-H-M","SL-M-O",1,1,0,1,0,0,0,0,0,0,0
"5132","CB-L-O","CH-H-M",NA,15,15,3,7,3,2,0,0,0,0.24,3.6
"5133","CB-L-O","CH-H-O","CB-H-I",1,0,0,0,0,0,0,0,0,0.7,0.7
"5134","CB-L-O","CH-H-O","CB-H-M",1,1,0,0,0,1,0,0,0,0,0
"5135","CB-L-O","CH-H-O","CB-L-I",1,1,1,0,0,0,0,0,0,1.25,1.25
"5136","CB-L-O","CH-H-O","CB-L-O",3,1,0,0,1,0,2,0,0,0,0
"5137","CB-L-O","CH-H-O","CB-M-I",1,0,0,0,0,0,0,0,0,0.7,0.7
"5138","CB-L-O","CH-H-O","CB-M-O",2,1,0,0,1,0,1,0,0,0,0
"5139","CB-L-O","CH-H-O","CH-H-M",1,1,1,0,0,0,0,0,0,0,0
"5140","CB-L-O","CH-H-O","CH-H-O",3,3,1,0,1,1,0,0,0,0.3,0.9
"5141","CB-L-O","CH-H-O","CH-L-M",3,3,0,3,0,0,0,0,0,0.3,0.9
"5142","CB-L-O","CH-H-O","CH-L-O",4,2,1,1,0,0,1,1,0,0.175,0.7
"5143","CB-L-O","CH-H-O","CH-M-I",1,1,1,0,0,0,0,0,0,0,0
"5144","CB-L-O","CH-H-O","CH-M-O",2,1,1,0,0,0,1,0,0,0,0
"5145","CB-L-O","CH-H-O","FB-H-I",2,0,0,0,0,0,0,1,0,0.7,1.4
"5146","CB-L-O","CH-H-O","FB-H-M",1,1,0,0,1,0,0,0,0,1.25,1.25
"5147","CB-L-O","CH-H-O","FB-H-O",2,1,0,1,0,0,1,0,0,0,0
"5148","CB-L-O","CH-H-O","FB-L-I",1,0,0,0,0,0,1,0,0,0,0
"5149","CB-L-O","CH-H-O","FB-L-M",2,0,0,0,0,0,0,2,0,0.7,1.4
"5150","CB-L-O","CH-H-O","FB-L-O",4,3,1,1,1,0,1,0,0,0.4,1.6
"5151","CB-L-O","CH-H-O","FB-M-I",3,2,0,0,1,1,1,0,0,0.416666666666667,1.25
"5152","CB-L-O","CH-H-O","FB-M-M",2,1,0,1,0,0,0,1,0,0.35,0.7
"5153","CB-L-O","CH-H-O","FB-M-O",4,3,0,1,2,0,0,1,0,0.4,1.6
"5154","CB-L-O","CH-H-O","SL-H-O",2,2,1,0,1,0,0,0,0,0.45,0.9
"5155","CB-L-O","CH-H-O","SL-L-O",3,2,0,1,1,0,1,0,0,0.3,0.9
"5156","CB-L-O","CH-H-O","SL-M-O",1,1,0,1,0,0,0,0,0,0,0
"5157","CB-L-O","CH-H-O",NA,8,8,3,3,0,2,0,0,0,0.225,1.8
"5158","CB-L-O","CH-L-I","CB-H-I",2,2,0,1,1,0,0,0,0,0.45,0.9
"5159","CB-L-O","CH-L-I","CB-H-M",3,2,0,2,0,0,0,1,0,0.533333333333333,1.6
"5160","CB-L-O","CH-L-I","CB-L-I",3,0,0,0,0,0,1,1,0,0.466666666666667,1.4
"5161","CB-L-O","CH-L-I","CB-L-M",6,3,1,2,0,0,3,0,0,0,0
"5162","CB-L-O","CH-L-I","CB-L-O",23,15,2,9,4,0,5,3,0,0.419565217391304,9.65
"5163","CB-L-O","CH-L-I","CB-M-I",2,2,1,1,0,0,0,0,0,0.45,0.9
"5164","CB-L-O","CH-L-I","CB-M-M",2,0,0,0,0,0,0,2,0,0.7,1.4
"5165","CB-L-O","CH-L-I","CB-M-O",5,4,1,2,0,1,0,1,0,0.32,1.6
"5166","CB-L-O","CH-L-I","CH-H-I",6,5,0,3,2,0,1,0,1,0.483333333333333,2.9
"5167","CB-L-O","CH-L-I","CH-H-O",1,1,0,0,1,0,0,0,0,1.25,1.25
"5168","CB-L-O","CH-L-I","CH-L-I",28,9,2,5,2,0,13,6,0,0.194642857142857,5.45
"5169","CB-L-O","CH-L-I","CH-L-M",17,7,2,5,0,0,5,5,1,0.535294117647059,9.1
"5170","CB-L-O","CH-L-I","CH-L-O",19,14,3,10,1,0,4,1,2,0.313157894736842,5.95
"5171","CB-L-O","CH-L-I","CH-M-I",21,10,3,5,2,0,8,3,0,0.271428571428571,5.7
"5172","CB-L-O","CH-L-I","CH-M-M",4,4,3,1,0,0,0,0,0,0,0
"5173","CB-L-O","CH-L-I","CH-M-O",2,2,0,1,1,0,0,0,0,1.25,2.5
"5174","CB-L-O","CH-L-I","FB-H-I",22,12,2,5,3,2,5,5,0,0.436363636363636,9.6
"5175","CB-L-O","CH-L-I","FB-H-M",13,8,1,4,2,1,2,3,1,0.384615384615385,5
"5176","CB-L-O","CH-L-I","FB-H-O",24,12,3,1,5,3,11,1,0,0.141666666666667,3.4
"5177","CB-L-O","CH-L-I","FB-L-I",24,12,5,6,1,0,8,4,2,0.358333333333333,8.6
"5178","CB-L-O","CH-L-I","FB-L-M",13,7,0,4,1,2,6,0,0,0.207692307692308,2.7
"5179","CB-L-O","CH-L-I","FB-L-O",41,22,1,18,2,1,11,8,0,0.342682926829268,14.05
"5180","CB-L-O","CH-L-I","FB-M-I",14,10,2,3,4,1,1,3,1,0.55,7.7
"5181","CB-L-O","CH-L-I","FB-M-M",10,7,0,2,4,1,3,0,0,0.215,2.15
"5182","CB-L-O","CH-L-I","FB-M-O",21,11,1,5,5,0,8,2,1,0.545238095238095,11.45
"5183","CB-L-O","CH-L-I","SL-H-I",1,1,0,1,0,0,0,0,0,0,0
"5184","CB-L-O","CH-L-I","SL-H-M",2,2,0,2,0,0,0,0,0,0.45,0.9
"5185","CB-L-O","CH-L-I","SL-H-O",1,1,0,1,0,0,0,0,0,0,0
"5186","CB-L-O","CH-L-I","SL-L-I",2,2,1,0,1,0,0,0,0,0,0
"5187","CB-L-O","CH-L-I","SL-L-M",3,2,1,0,1,0,0,1,0,0.65,1.95
"5188","CB-L-O","CH-L-I","SL-L-O",12,8,4,1,2,1,3,1,2,0.541666666666667,6.5
"5189","CB-L-O","CH-L-I","SL-M-I",1,1,0,1,0,0,0,0,0,0,0
"5190","CB-L-O","CH-L-I","SL-M-O",4,3,1,1,0,1,1,0,0,0,0
"5191","CB-L-O","CH-L-I",NA,37,37,4,21,8,4,0,0,1,0.427027027027027,15.8
"5192","CB-L-O","CH-L-M","CB-H-I",2,1,1,0,0,0,0,0,0,0.35,0.7
"5193","CB-L-O","CH-L-M","CB-H-M",1,0,0,0,0,0,1,0,0,0,0
"5194","CB-L-O","CH-L-M","CB-H-O",2,1,0,1,0,0,1,0,0,0,0
"5195","CB-L-O","CH-L-M","CB-L-I",3,2,0,1,1,0,1,0,0,0.416666666666667,1.25
"5196","CB-L-O","CH-L-M","CB-L-M",8,5,0,5,0,0,3,0,0,0.225,1.8
"5197","CB-L-O","CH-L-M","CB-L-O",18,7,0,5,1,1,6,5,0,0.344444444444444,6.2
"5198","CB-L-O","CH-L-M","CB-M-M",3,2,1,0,1,0,1,0,1,1.08333333333333,3.25
"5199","CB-L-O","CH-L-M","CB-M-O",4,1,0,1,0,0,1,2,0,0.35,1.4
"5200","CB-L-O","CH-L-M","CH-H-I",6,1,1,0,0,0,2,3,0,0.35,2.1
"5201","CB-L-O","CH-L-M","CH-H-M",2,2,0,1,1,0,0,0,0,0,0
"5202","CB-L-O","CH-L-M","CH-H-O",2,1,0,1,0,0,1,0,0,0.45,0.9
"5203","CB-L-O","CH-L-M","CH-L-I",21,12,2,6,3,1,7,2,1,0.307142857142857,6.45
"5204","CB-L-O","CH-L-M","CH-L-M",21,12,1,5,6,0,3,5,0,0.430952380952381,9.05
"5205","CB-L-O","CH-L-M","CH-L-O",24,17,5,6,4,2,6,1,0,0.30625,7.35
"5206","CB-L-O","CH-L-M","CH-M-I",8,4,1,3,0,0,3,1,0,0.24375,1.95
"5207","CB-L-O","CH-L-M","CH-M-M",5,4,2,0,2,0,1,0,0,0.36,1.8
"5208","CB-L-O","CH-L-M","CH-M-O",3,3,1,1,0,1,0,0,0,0.716666666666667,2.15
"5209","CB-L-O","CH-L-M","FB-H-I",20,13,5,6,2,0,5,2,2,0.405,8.1
"5210","CB-L-O","CH-L-M","FB-H-M",12,4,0,3,0,1,6,2,0,0.266666666666667,3.2
"5211","CB-L-O","CH-L-M","FB-H-O",20,10,3,4,2,1,7,3,0,0.195,3.9
"5212","CB-L-O","CH-L-M","FB-L-I",30,16,2,9,3,2,8,5,0,0.301666666666667,9.05
"5213","CB-L-O","CH-L-M","FB-L-M",13,9,2,6,0,1,4,0,1,0.223076923076923,2.9
"5214","CB-L-O","CH-L-M","FB-L-O",31,16,2,10,3,1,5,10,0,0.353225806451613,10.95
"5215","CB-L-O","CH-L-M","FB-M-I",13,9,1,4,4,0,2,1,0,0.480769230769231,6.25
"5216","CB-L-O","CH-L-M","FB-M-M",13,8,3,3,2,0,4,1,0,0.261538461538462,3.4
"5217","CB-L-O","CH-L-M","FB-M-O",20,11,4,4,3,0,8,1,0,0.125,2.5
"5218","CB-L-O","CH-L-M","SL-H-I",1,1,0,1,0,0,0,0,0,0.9,0.9
"5219","CB-L-O","CH-L-M","SL-H-M",1,0,0,0,0,0,1,0,0,0,0
"5220","CB-L-O","CH-L-M","SL-H-O",2,1,0,0,0,1,0,1,0,0.35,0.7
"5221","CB-L-O","CH-L-M","SL-L-I",2,1,0,1,0,0,1,0,0,0,0
"5222","CB-L-O","CH-L-M","SL-L-M",4,2,1,1,0,0,2,0,1,0.725,2.9
"5223","CB-L-O","CH-L-M","SL-L-O",16,13,1,6,4,2,2,1,0,0.1,1.6
"5224","CB-L-O","CH-L-M","SL-M-M",1,1,0,1,0,0,0,0,0,0,0
"5225","CB-L-O","CH-L-M","SL-M-O",7,4,1,3,0,0,1,2,0,0.328571428571429,2.3
"5226","CB-L-O","CH-L-M",NA,59,59,9,34,15,1,0,0,4,0.573728813559322,33.85
"5227","CB-L-O","CH-L-O","CB-H-I",3,3,0,3,0,0,0,0,0,0.3,0.9
"5228","CB-L-O","CH-L-O","CB-H-M",3,1,0,1,0,0,1,1,0,0.233333333333333,0.7
"5229","CB-L-O","CH-L-O","CB-H-O",2,1,0,1,0,0,0,1,0,0.35,0.7
"5230","CB-L-O","CH-L-O","CB-L-I",4,1,0,1,0,0,2,1,0,0.175,0.7
"5231","CB-L-O","CH-L-O","CB-L-M",6,3,2,0,0,1,3,0,1,0.333333333333333,2
"5232","CB-L-O","CH-L-O","CB-L-O",47,21,1,9,10,1,16,10,1,0.340425531914894,16
"5233","CB-L-O","CH-L-O","CB-M-I",2,1,0,1,0,0,0,0,0,0.35,0.7
"5234","CB-L-O","CH-L-O","CB-M-M",4,3,0,1,2,0,1,0,1,0.95,3.8
"5235","CB-L-O","CH-L-O","CB-M-O",2,2,1,1,0,0,0,0,0,0,0
"5236","CB-L-O","CH-L-O","CH-H-I",6,6,1,3,1,1,0,0,1,0.483333333333333,2.9
"5237","CB-L-O","CH-L-O","CH-H-M",5,3,1,0,1,1,2,0,0,0.25,1.25
"5238","CB-L-O","CH-L-O","CH-H-O",3,2,1,1,0,0,0,1,1,0.9,2.7
"5239","CB-L-O","CH-L-O","CH-L-I",17,9,1,6,2,0,6,2,0,0.188235294117647,3.2
"5240","CB-L-O","CH-L-O","CH-L-M",25,17,4,10,3,0,7,1,1,0.244,6.1
"5241","CB-L-O","CH-L-O","CH-L-O",55,29,5,18,3,3,11,15,0,0.39,21.45
"5242","CB-L-O","CH-L-O","CH-M-I",16,10,1,7,1,1,4,2,0,0.278125,4.45
"5243","CB-L-O","CH-L-O","CH-M-M",12,7,2,3,1,1,5,0,1,0.375,4.5
"5244","CB-L-O","CH-L-O","CH-M-O",10,5,0,4,1,0,2,2,0,0.515,5.15
"5245","CB-L-O","CH-L-O","FB-H-I",29,19,3,11,3,2,5,3,0,0.362068965517241,10.5
"5246","CB-L-O","CH-L-O","FB-H-M",24,13,5,4,2,2,6,5,1,0.333333333333333,8
"5247","CB-L-O","CH-L-O","FB-H-O",24,15,2,8,3,2,5,4,0,0.20625,4.95
"5248","CB-L-O","CH-L-O","FB-L-I",23,18,3,13,1,1,2,3,1,0.373913043478261,8.6
"5249","CB-L-O","CH-L-O","FB-L-M",33,24,4,11,8,1,1,8,3,0.618181818181818,20.4
"5250","CB-L-O","CH-L-O","FB-L-O",75,43,12,16,11,4,15,17,3,0.432666666666667,32.45
"5251","CB-L-O","CH-L-O","FB-M-I",23,18,7,5,2,4,3,2,5,0.628260869565217,14.45
"5252","CB-L-O","CH-L-O","FB-M-M",25,18,4,12,1,1,5,2,0,0.3,7.5
"5253","CB-L-O","CH-L-O","FB-M-O",39,24,11,10,3,0,9,6,4,0.4,15.6
"5254","CB-L-O","CH-L-O","SL-H-I",2,2,0,1,0,1,0,0,0,0,0
"5255","CB-L-O","CH-L-O","SL-H-M",4,3,0,1,2,0,0,1,0,0.4875,1.95
"5256","CB-L-O","CH-L-O","SL-H-O",12,8,2,3,2,1,1,3,1,0.416666666666667,5
"5257","CB-L-O","CH-L-O","SL-L-I",3,1,1,0,0,0,2,0,0,0,0
"5258","CB-L-O","CH-L-O","SL-L-M",4,4,1,3,0,0,0,0,0,0.45,1.8
